Player,Country,Date of Birth,Player_ID
Alfredo Perez,Argentina,1929-04-10,ARG-PEREALFR-19290410
Martin Palermo,Argentina,1973-11-07,ARG-PALEMART-19731107
Julio Musimessi,Argentina,1924-07-09,ARG-MUSIJULI-19240709
Ludovico Avio,Argentina,1932-10-06,ARG-AVIOLUDO-19321006
Jose Varacka,Argentina,1932-05-27,ARG-VARAJOSE-19320527
Jose Ramos Delgado,Argentina,1935-08-25,ARG-DELGJOSE-19350825
Federico Fernandez,Argentina,1989-02-21,ARG-FERNFEDE-19890221
Ricky Alvarez,Argentina,1988-04-12,ARG-ALVARICK-19880412
Juan Francisco Lombardo,Argentina,1925-06-11,ARG-LOMBJUAN-19250611
Federico Vairo,Argentina,1930-01-27,ARG-VAIRFEDE-19300127
Nestor Rossi,Argentina,1925-05-10,ARG-ROSSNEST-19250510
Amadeo Carrizo,Argentina,1926-06-12,ARG-CARRAMAD-19260612
Ezequiel Garay,Argentina,1986-10-10,ARG-GARAEZEQ-19861010
Hugo Campagnaro,Argentina,1980-06-27,ARG-CAMPHUGO-19800627
Pedro Dellacha,Argentina,1926-07-09,ARG-DELLPEDR-19260709
Oreste Corbatta,Argentina,1936-03-11,ARG-CORBORES-19360311
Lucas Biglia,Argentina,1986-01-30,ARG-BIGLLUCA-19860130
Enzo Perez,Argentina,1986-02-22,ARG-PEREENZO-19860222
Agustin Orion,Argentina,1981-07-26,ARG-ORIOAGUS-19810726
Augusto Fernandez,Argentina,1986-04-10,ARG-FERNAUGU-19860410
Fernando Gago,Argentina,1986-04-10,ARG-GAGOFERN-19860410
Marcos Rojo,Argentina,1990-03-20,ARG-ROJOMARC-19900320
Ray Richards,Australia,1946-05-18,AUS-RICHRAY-19460518
Colin Curran,Australia,1947-08-21,AUS-CURRCOLI-19470821
Manfred Schaefer,Australia,1943-02-12,AUS-SCHAMANF-19430212
Peter Wilson,Australia,1947-09-15,AUS-WILSPETE-19470915
Doug Utjesenovic,Australia,1946-10-08,AUS-UTJEDOUG-19461008
Mark Schwarzer,Australia,1972-10-06,AUS-SCHWMARK-19721006
Lucas Neill,Australia,1978-03-09,AUS-NEILLUCA-19780309
Harry Williams,Australia,1951-05-07,AUS-WILLHARR-19510507
Mitchell Duke,Australia,1991-01-18,AUS-DUKEMITC-19910118
Tim Cahill,Australia,1979-12-06,AUS-CAHITIM-19791206
Jack Reilly,Australia,1945-08-27,AUS-REILJACK-19450827
Jimmy Rooney,Australia,1945-12-10,AUS-ROONJIMM-19451210
Peter Ollerton,Australia,1951-05-20,AUS-OLLEPETE-19510520
Johnny Warren,Australia,1943-05-17,AUS-WARRJOHN-19430517
Branko Buljevic,Australia,1947-09-06,AUS-BULJBRAN-19470906
Garry Manuel,Australia,1950-02-20,AUS-MANUGARR-19500220
Attila Abonyi,Australia,1946-08-16,AUS-ABONATTI-19460816
Adrian Alston,Australia,1949-02-06,AUS-ALSTADRI-19490206
Max Tolson,Australia,1945-07-18,AUS-TOLSMAX-19450718
Ivo Rudic,Australia,1942-01-24,AUS-RUDIIVO-19420124
Dave Harding,Australia,1946-08-14,AUS-HARDDAVE-19460814
Johnny Watkiss,Australia,1941-03-28,AUS-WATKJOHN-19410328
Riley McGree,Australia,1998-11-02,AUS-MCGRRILE-19981102
Ernie Campbell,Australia,1949-10-20,AUS-CAMPERNI-19491020
Jimmy Mackay,Australia,1943-12-19,AUS-MACKJIMM-19431219
Andrew Redmayne,Australia,1989-01-13,AUS-REDMANDR-19890113
Michael Beauchamp,Australia,1981-03-08,AUS-BEAUMICH-19810308
Ajdin Hrustic,Australia,1996-07-05,AUS-HRUSAJDI-19960705
Vince Grella,Australia,1979-10-05,AUS-GRELVINC-19791005
Jim Milisavljevic,Australia,1951-04-15,AUS-MILIJIM-19510415
Scott Chipperfield,Australia,1975-12-30,AUS-CHIPSCOT-19751230
Ante Covic,Australia,1975-06-13,AUS-COVIANTE-19750613
Stan Lazaridis,Australia,1972-08-16,AUS-LAZASTAN-19720816
Harry Kewell,Australia,1978-09-22,AUS-KEWEHARR-19780922
Mark Viduka,Australia,1975-10-09,AUS-VIDUMARK-19751009
Josip Skoko,Australia,1975-12-10,AUS-SKOKJOSI-19751210
Brett Emerton,Australia,1979-02-22,AUS-EMERBRET-19790222
Tony Popovic,Australia,1973-07-04,AUS-POPOTONY-19730704
Jason Culina,Australia,1980-08-05,AUS-CULIJASO-19800805
Awer Mabil,Australia,1995-09-15,AUS-MABIAWER-19950915
Archie Thompson,Australia,1978-10-23,AUS-THOMARCH-19781023
Joshua Kennedy,Australia,1982-08-20,AUS-KENNJOSH-19820820
Mark Bresciano,Australia,1980-02-11,AUS-BRESMARK-19800211
Luke Wilkshire,Australia,1981-10-02,AUS-WILKLUKE-19811002
Mile Sterjovski,Australia,1979-05-27,AUS-STERMILE-19790527
Mark Milligan,Australia,1985-08-04,AUS-MILLMARK-19850804
Cameron Devlin,Australia,1998-06-07,AUS-DEVLCAME-19980607
Nathaniel Atkinson,Australia,1999-06-13,AUS-ATKINATH-19990613
Kye Rowles,Australia,1998-06-24,AUS-ROWLKYE-19980624
Craig Moore,Australia,1975-12-12,AUS-MOORCRAI-19751212
Fran Karacic,Australia,1996-05-12,AUS-KARAFRAN-19960512
Marco Tilio,Australia,2001-08-23,AUS-TILIMARC-20010823
Zeljko Kalac,Australia,1972-12-16,AUS-KALAZELJ-19721216
Allan Maher,Australia,1950-07-21,AUS-MAHEALLA-19500721
Milos Degenek,Australia,1994-04-28,AUS-DEGEMILO-19940428
Joel King,Australia,2000-10-30,AUS-KINGJOEL-20001030
Ben Halloran,Australia,1992-06-14,AUS-HALLBEN-19920614
Nikita Rukavytsya,Australia,1987-06-22,AUS-RUKANIKI-19870622
Ryan McGowan,Australia,1989-08-15,AUS-MCGORYAN-19890815
Dario Vidosic,Australia,1987-04-08,AUS-VIDODARI-19870408
Massimo Luongo,Australia,1992-09-25,AUS-LUONMASS-19920925
Alex Wilkinson,Australia,1984-08-13,AUS-WILKALEX-19840813
Tom Rogic,Australia,1992-12-16,AUS-ROGITOM-19921216
Jackson Irvine,Australia,1993-03-07,AUS-IRVIJACK-19930307
Dimitri Petratos,Australia,1992-11-10,AUS-PETRDIMI-19921110
Trent Sainsbury,Australia,1992-01-05,AUS-SAINTREN-19920105
Josh Risdon,Australia,1992-07-27,AUS-RISDJOSH-19920727
Danny Vukovic,Australia,1985-03-27,AUS-VUKODANN-19850327
Aziz Behich,Australia,1990-12-16,AUS-BEHIAZIZ-19901216
Jamie Maclaren,Australia,1993-07-29,AUS-MACLJAMI-19930729
Aaron Mooy,Australia,1990-09-15,AUS-MOOYAARO-19900915
Brad Jones,Australia,1982-03-19,AUS-JONEBRAD-19820319
Andrew Nabbout,Australia,1992-12-17,AUS-NABBANDR-19921217
Robbie Kruse,Australia,1988-10-05,AUS-KRUSROBB-19881005
Tomi Juric,Australia,1991-07-22,AUS-JURITOMI-19910722
Matthew Jurman,Australia,1989-12-08,AUS-JURMMATT-19891208
James Meredith,Australia,1988-04-05,AUS-MEREJAME-19880405
Tommy Oar,Australia,1991-12-10,AUS-OARTOMM-19911210
Jason Cummings,Australia,1995-08-01,AUS-CUMMJASO-19950801
Adam Taggart,Australia,1993-06-02,AUS-TAGGADAM-19930602
Bailey Wright,Australia,1992-07-28,AUS-WRIGBAIL-19920728
Daniel Arzani,Australia,1999-01-04,AUS-ARZADANI-19990104
Matthew Spiranovic,Australia,1988-06-27,AUS-SPIRMATT-19880627
Craig Goodwin,Australia,1991-12-16,AUS-GOODCRAI-19911216
Mathew Leckie,Australia,1991-02-04,AUS-LECKMATH-19910204
Garang Kuol,Australia,2004-09-15,AUS-KUOLGARA-20040915
Thomas Deng,Australia,1997-03-20,AUS-DENGTHOM-19970320
Harry Souttar,Australia,1998-10-22,AUS-SOUTHARR-19981022
Keanu Baccus,Australia,1998-06-07,AUS-BACCKEAN-19980607
John Aloisi,Australia,1976-02-05,AUS-ALOIJOHN-19760205
Mitchell Langerak,Australia,1988-08-22,AUS-LANGMITC-19880822
Carl Valeri,Australia,1984-08-14,AUS-VALECARL-19840814
Mile Jedinak,Australia,1984-08-03,AUS-JEDIMILE-19840803
Matt McKay,Australia,1983-01-11,AUS-MCKAMATT-19830111
Adam Federici,Australia,1985-01-31,AUS-FEDEADAM-19850131
Brett Holman,Australia,1984-03-27,AUS-HOLMBRET-19840327
David Carney,Australia,1983-11-30,AUS-CARNDAVI-19831130
James Holland,Australia,1989-05-15,AUS-HOLLJAME-19890515
James Troisi,Australia,1988-07-03,AUS-TROIJAME-19880703
Oliver Bozanic,Australia,1989-01-08,AUS-BOZAOLIV-19890108
Eugene Galekovic,Australia,1981-06-12,AUS-GALEEUGE-19810612
Richard Garcia,Australia,1981-09-04,AUS-GARCRICH-19810904
Mark Milligan,Australia,1985-09-04,AUS-MILLMARK-19850904
Jason Davidson,Australia,1991-06-29,AUS-DAVIJASO-19910629
Dario Vidosic,Australia,1987-04-12,AUS-VIDODARI-19870412
Mathew Ryan,Australia,1992-04-08,AUS-RYANMATH-19920408
Luke Wilkshire,Australia,1981-10-01,AUS-WILKLUKE-19811001
Ivan Franjic,Australia,1987-09-10,AUS-FRANIVAN-19870910
Roman Mahlich,Austria,1971-09-17,AUS-MAHLROMA-19710917
Kurt Jara,Austria,1950-10-14,AUS-JARAKURT-19501014
Ernst Baumeister,Austria,1957-01-22,AUS-BAUMERNS-19570122
Alfred Hortnagl,Austria,1966-09-24,AUS-HORTALFR-19660924
Manfred Linzmaier,Austria,1962-08-27,AUS-LINZMANF-19620827
Gerald Glatzmayer,Austria,1968-12-14,AUS-GLATGERA-19681214
Hubert Baumgartner,Austria,1955-02-25,AUS-BAUMHUBE-19550225
Andreas Heraf,Austria,1967-09-10,AUS-HERAANDR-19670910
Wolfgang Knaller,Austria,1961-10-09,AUS-KNALWOLF-19611009
Dietmar Kuhbauer,Austria,1971-04-04,AUS-KUHBDIET-19710404
Erwin Fuchsbichler,Austria,1952-03-27,AUS-FUCHERWI-19520327
Josef Hickersberger,Austria,1948-04-27,AUS-HICKJOSE-19480427
Michael Konsel,Austria,1962-03-06,AUS-KONSMICH-19620306
Herbert Prohaska,Austria,1955-08-08,AUS-PROHHERB-19550808
Franz Wohlfahrt,Austria,1964-07-01,AUS-WOHLFRAN-19640701
Wilhelm Kreuz,Austria,1949-05-29,AUS-KREUWILH-19490529
Eduard Krieger,Austria,1946-12-16,AUS-KRIEEDUA-19461216
Michael Streiter,Austria,1966-01-19,AUS-STREMICH-19660119
Helmut Senekowitsch,Austria,1933-10-22,AUS-SENEHELM-19331022
Andreas Ogris,Austria,1964-10-07,AUS-OGRIANDR-19641007
Gerhard Rodax,Austria,1965-08-29,AUS-RODAGERH-19650829
Christian Keglevits,Austria,1961-01-29,AUS-KEGLCHRI-19610129
Andreas Reisinger,Austria,1963-10-14,AUS-REISANDR-19631014
Heimo Pfeifenberger,Austria,1966-12-29,AUS-PFEIHEIM-19661229
Peter Stoger,Austria,1966-04-11,AUS-STOGPETE-19660411
Peter Artner,Austria,1966-05-20,AUS-ARTNPETE-19660520
Herbert Ninaus,Austria,1937-03-31,AUS-NINAHERB-19370331
Andi Herzog,Austria,1968-09-10,AUS-HERZANDI-19680910
Hans Krankl,Austria,1953-02-14,AUS-KRANHANS-19530214
Hans Pirkner,Austria,1946-03-25,AUS-PIRKHANS-19460325
Anton Schall,Austria,1907-06-22,AUS-SCHAANTO-19070622
Peter Persidis,Austria,1947-03-08,AUS-PERSPETE-19470308
Kurt Welzl,Austria,1954-11-06,AUS-WELZKURT-19541106
Josef Stroh,Austria,1913-03-05,AUS-STROJOSE-19130305
Johann Horvath,Austria,1903-05-20,AUS-HORVJOHA-19030520
Karl Sesta,Austria,1906-03-18,AUS-SESTKARL-19060318
Willibald Schmaus,Austria,1911-06-16,AUS-SCHMWILL-19110616
Rudolf Raftl,Austria,1911-02-07,AUS-RAFTRUDO-19110207
Peter Platzer,Austria,1910-05-29,AUS-PLATPETE-19100529
Matthias Kaburek,Austria,1911-02-09,AUS-KABUMATT-19110209
Anton Janda,Austria,1904-05-01,AUS-JANDANTO-19040501
Leopold Hofmann,Austria,1905-10-31,AUS-HOFMLEOP-19051031
Josef Smistik,Austria,1905-11-28,AUS-SMISJOSE-19051128
Karl Zischek,Austria,1910-08-28,AUS-ZISCKARL-19100828
Hans Walzhofer,Austria,1906-03-23,AUS-WALZHANS-19060323
Franz Wagner,Austria,1911-09-23,AUS-WAGNFRAN-19110923
Rudolf Viertl,Austria,1902-11-12,AUS-VIERRUDO-19021112
Josef Bican,Austria,1913-09-25,AUS-BICAJOSE-19130925
Georg Braun,Austria,1907-02-22,AUS-BRAUGEOR-19070222
Franz Cisar,Austria,1908-11-28,AUS-CISAFRAN-19081128
Friederich Franzl,Austria,1905-03-06,AUS-FRANFRIE-19050306
Johann Urbanek,Austria,1910-10-10,AUS-URBAJOHA-19101010
Matthias Sindelar,Austria,1903-02-10,AUS-SINDMATT-19030210
Josef Hassmann,Austria,1910-05-21,AUS-HASSJOSE-19100521
Ernst Aigner,Austria,1966-10-31,AUS-AIGNERNS-19661031
Michael Baur,Austria,1969-04-16,AUS-BAURMICH-19690416
Walter Schachner,Austria,1957-02-01,AUS-SCHAWALT-19570201
Otto Konrad,Austria,1964-11-01,AUS-KONROTTO-19641101
Gunther Happich,Austria,1952-01-28,AUS-HAPPGUNT-19520128
Heinrich Strasser,Austria,1948-10-26,AUS-STRAHEIN-19481026
Heribert Weber,Austria,1955-06-28,AUS-WEBEHERI-19550628
Franz Oberacher,Austria,1954-03-24,AUS-OBERFRAN-19540324
Herbert Feurer,Austria,1954-01-14,AUS-FEURHERB-19540114
Arnold Wetl,Austria,1970-02-02,AUS-WETLARNO-19700202
Robert Pecl,Austria,1965-11-15,AUS-PECLROBE-19651115
Alfred Teinitzer,Austria,1929-07-29,AUS-TEINALFR-19290729
Walter Zeman,Austria,1927-05-01,AUS-ZEMAWALT-19270501
Franz Pelikan,Austria,1925-11-06,AUS-PELIFRAN-19251106
Karl Giesser,Austria,1928-10-29,AUS-GIESKARL-19281029
Walter Kollmann,Austria,1932-06-17,AUS-KOLLWALT-19320617
Karl Stotz,Austria,1927-03-27,AUS-STOTKARL-19270327
Alfred Korner,Austria,1926-02-14,AUS-KORNALFR-19260214
Walter Schleger,Austria,1929-09-19,AUS-SCHLWALT-19290919
Paul Halla,Austria,1931-04-10,AUS-HALLPAUL-19310410
Robert Korner,Austria,1924-08-21,AUS-KORNROBE-19240821
Karl Koller,Austria,1929-02-09,AUS-KOLLKARL-19290209
Ernst Ocwirk,Austria,1926-03-07,AUS-OCWIERNS-19260307
Leopold Barschandt,Austria,1925-08-12,AUS-BARSLEOP-19250812
Ernst Happel,Austria,1925-11-29,AUS-HAPPERNS-19251129
Gerhard Hanappi,Austria,1929-02-16,AUS-HANAGERH-19290216
Kurt Schmied,Austria,1926-06-14,AUS-SCHMKURT-19260614
Manfred Zsak,Austria,1964-12-22,AUS-ZSAKMANF-19641222
Robert Dienst,Austria,1928-03-01,AUS-DIENROBE-19280301
Erich Probst,Austria,1927-12-05,AUS-PROBERIC-19271205
Ernst Stojaspal,Austria,1925-01-14,AUS-STOJERNS-19250114
Peter Schottel,Austria,1967-03-26,AUS-SCHOPETE-19670326
Walter Haummer,Austria,1928-11-22,AUS-HAUMWALT-19281122
Anton Pfeffer,Austria,1965-08-17,AUS-PFEFANTO-19650817
Roland Hattenberger,Austria,1948-12-07,AUS-HATTROLA-19481207
Gerhard Breitenberger,Austria,1954-10-14,AUS-BREIGERH-19541014
Erich Obermayer,Austria,1953-01-23,AUS-OBERERIC-19530123
Robert Sara,Austria,1946-06-09,AUS-SARAROBE-19460609
Friedrich Koncilia,Austria,1948-02-25,AUS-KONCFRIE-19480225
Klaus Lindenberger,Austria,1957-05-28,AUS-LINDKLAU-19570528
Johann Riegler,Austria,1929-07-17,AUS-RIEGJOHA-19290717
Theodor Wagner,Austria,1927-08-06,AUS-WAGNTHEO-19270806
Bruno Pezzey,Austria,1955-02-03,AUS-PEZZBRUN-19550203
Hans Buzek,Austria,1938-05-22,AUS-BUZEHANS-19380522
Bruno Engelmeier,Austria,1927-09-05,AUS-ENGEBRUN-19270905
Kurt Russ,Austria,1964-11-23,AUS-RUSSKURT-19641123
Ignaz Puschnik,Austria,1934-02-05,AUS-PUSCIGNA-19340205
Ernst Kozlicek,Austria,1931-01-27,AUS-KOZLERNS-19310127
Josef Hamerl,Austria,1931-01-22,AUS-HAMEJOSE-19310122
Rudolf Szanwald,Austria,1931-07-06,AUS-SZANRUDO-19310706
Franz Swoboda,Austria,1933-02-15,AUS-SWOBFRAN-19330215
Karl Koller,Austria,1929-02-08,AUS-KOLLKARL-19290208
Walter Horak,Austria,1931-06-01,AUS-HORAWALT-19310601
Paul Kozlicek,Austria,1937-07-22,AUS-KOZLPAUL-19370722
Gernot Jurtin,Austria,1955-09-09,AUS-JURTGERN-19550909
Gerald Messlender,Austria,1961-10-01,AUS-MESSGERA-19611001
Walter Kogler,Austria,1967-12-12,AUS-KOGLWALT-19671212
Hannes Reinmayr,Austria,1969-08-23,AUS-REINHANN-19690823
Johann Pregesbauer,Austria,1955-06-09,AUS-PREGJOHA-19550609
Martin Hiden,Austria,1973-03-11,AUS-HIDEMART-19730311
Toni Polster,Austria,1964-03-10,AUS-POLSTONI-19640310
Harald Cerny,Austria,1973-09-13,AUS-CERNHARA-19730913
Anton Pichler,Austria,1955-10-04,AUS-PICHANTO-19551004
Josef Degeorgi,Austria,1960-01-19,AUS-DEGEJOSE-19600119
Bernd Krauss,Austria,1957-05-08,AUS-KRAUBERN-19570508
Markus Schopp,Austria,1974-02-22,AUS-SCHOMARK-19740222
Reinhold Hintermaier,Austria,1956-02-14,AUS-HINTREIN-19560214
Wolfgang Feiersinger,Austria,1965-01-30,AUS-FEIEWOLF-19650130
Martin Amerhauser,Austria,1974-07-23,AUS-AMERMART-19740723
Johann Dihanich,Austria,1958-10-24,AUS-DIHAJOHA-19581024
Ivica Vastic,Austria,1969-09-29,AUS-VASTIVIC-19690929
Max Hagmayr,Austria,1956-11-16,AUS-HAGMMAX-19561116
Mario Haas,Austria,1974-09-16,AUS-HAASMARI-19740916
Corneel Seys,Belgium,1912-02-12,BEL-SEYSCORN-19120212
Steven Defour,Belgium,1988-04-15,BEL-DEFOSTEV-19880415
Divock Origi,Belgium,1995-04-18,BEL-ORIGDIVO-19950418
Andre Vandeweyer,Belgium,1909-06-21,BEL-VANDANDR-19090621
Joseph Van Ingelgem,Belgium,1912-01-23,BEL-INGEJOSE-19120123
Eric Van Meir,Belgium,1968-02-28,BEL-MEIRERIC-19680228
Rene Simons,Belgium,1904-04-10,BEL-SIMORENE-19040410
John Van Alphen,Belgium,1914-06-17,BEL-ALPHJOHN-19140617
Victor Putmans,Belgium,1914-05-29,BEL-PUTMVICT-19140529
Frans Peeraer,Belgium,1913-02-15,BEL-PEERFRAN-19130215
Felix Welkenhuysen,Belgium,1908-12-12,BEL-WELKFELI-19081212
Robert Lamoot,Belgium,1911-03-18,BEL-LAMOROBE-19110318
Leopold Gernaey,Belgium,1927-02-25,BEL-GERNLEOP-19270225
Marcel Dries,Belgium,1929-09-19,BEL-DRIEMARC-19290919
Alfons Van Brandt,Belgium,1927-06-24,BEL-BRANALFO-19270624
Francois Ledent,Belgium,1908-07-04,BEL-LEDEFRAN-19080704
Constant Huysmans,Belgium,1928-10-11,BEL-HUYSCONS-19281011
Louis Carre,Belgium,1925-01-07,BEL-CARRLOUI-19250107
Victor Mees,Belgium,1927-01-26,BEL-MEESVICT-19270126
Jozef Vliers,Belgium,1932-12-18,BEL-VLIEJOZE-19321218
Constant Joacim,Belgium,1908-03-03,BEL-JOACCONS-19080303
Glen de Boeck,Belgium,1971-08-22,BEL-BOECGLEN-19710822
Albert Heremans,Belgium,1906-04-13,BEL-HEREALBE-19060413
August Hellemans,Belgium,1907-09-14,BEL-HELLAUGU-19070914
Jules Pappaert,Belgium,1905-11-05,BEL-PAPPJULE-19051105
Philippe Vande Walle,Belgium,1961-12-22,BEL-WALLPHIL-19611222
Wout Faes,Belgium,1998-04-03,BEL-FAESWOUT-19980403
Mbo Mpenza,Belgium,1976-12-04,BEL-MPENMBO-19761204
Jos Daerden,Belgium,1954-11-26,BEL-DAERJOS-19541126
Laurent Grimmonprez,Belgium,1902-12-14,BEL-GRIMLAUR-19021214
Erwin Vandenbergh,Belgium,1959-01-26,BEL-VANDERWI-19590126
Ludo Coeck,Belgium,1955-09-25,BEL-COECLUDO-19550925
Jan Ceulemans,Belgium,1957-02-28,BEL-CEULJAN-19570228
Theo Custers,Belgium,1950-08-10,BEL-CUSTTHEO-19500810
Francois Van der Elst,Belgium,1954-12-01,BEL-ELSTFRAN-19541201
Gert Verheyen,Belgium,1970-09-20,BEL-VERHGERT-19700920
Charles Vanden Wouwer,Belgium,1916-09-07,BEL-WOUWCHAR-19160907
Mike Verstraeten,Belgium,1967-08-12,BEL-VERSMIKE-19670812
Philippe Clement,Belgium,1974-03-22,BEL-CLEMPHIL-19740322
Nico Van Kerckhoven,Belgium,1970-12-14,BEL-KERCNICO-19701214
Dedryck Boyata,Belgium,1990-11-28,BEL-BOYADEDR-19901128
Leandro Trossard,Belgium,1994-12-04,BEL-TROSLEAN-19941204
Amadou Onana,Belgium,2001-08-16,BEL-ONANAMAD-20010816
Hans Vanaken,Belgium,1992-08-24,BEL-VANAHANS-19920824
Timothy Castagne,Belgium,1995-12-05,BEL-CASTTIMO-19951205
Charles de Ketelaere,Belgium,2001-03-10,BEL-KETECHAR-20010310
Lois Openda,Belgium,2000-02-16,BEL-OPENLOIS-20000216
Jeremy Doku,Belgium,2002-05-27,BEL-DOKUJERE-20020527
Zeno Debast,Belgium,2003-10-24,BEL-DEBAZENO-20031024
Bertrand Crasson,Belgium,1971-10-05,BEL-CRASBERT-19711005
Gordan Vidovic,Belgium,1968-06-23,BEL-VIDOGORD-19680623
Luis Oliveira,Belgium,1969-03-24,BEL-OLIVLUIS-19690324
Arthur Theate,Belgium,2000-05-25,BEL-THEAARTH-20000525
Francois Devries,Belgium,1913-08-21,BEL-DEVRFRAN-19130821
Mousa Dembele,Belgium,1987-07-16,BEL-DEMBMOUS-19870716
Jean Claessens,Belgium,1908-06-18,BEL-CLAEJEAN-19080618
Franky Vercauteren,Belgium,1956-10-28,BEL-VERCFRAN-19561028
Adnan Januzaj,Belgium,1995-02-05,BEL-JANUADNA-19950205
Anthony Vanden Borre,Belgium,1987-10-24,BEL-BORRANTH-19871024
Desire Bourgeois,Belgium,1908-12-13,BEL-BOURDESI-19081213
Jean Brichaut,Belgium,1911-07-29,BEL-BRICJEAN-19110729
Nacer Chadli,Belgium,1989-10-02,BEL-CHADNACE-19891002
Leopold Anoul,Belgium,1922-08-19,BEL-ANOULEOP-19220819
Henri Coppens,Belgium,1930-04-29,BEL-COPPHENR-19300429
Denis Houf,Belgium,1932-02-16,BEL-HOUFDENI-19320216
Nicolas Lombaerts,Belgium,1985-03-20,BEL-LOMBNICO-19850320
Raymond Braine,Belgium,1907-04-28,BEL-BRAIRAYM-19070428
Robert Braet,Belgium,1912-02-11,BEL-BRAEROBE-19120211
Fernand Buyle,Belgium,1918-03-03,BEL-BUYLFERN-19180303
Robert Paverick,Belgium,1912-11-29,BEL-PAVEROBE-19121129
Arnold Badjou,Belgium,1909-06-26,BEL-BADJARNO-19090626
Pierre Dalem,Belgium,1912-03-16,BEL-DALEPIER-19120316
Hendrik Isemborghs,Belgium,1914-01-30,BEL-ISEMHEND-19140130
Frans Gommers,Belgium,1917-04-05,BEL-GOMMFRAN-19170405
Jean Petit,Belgium,1914-02-25,BEL-PETIJEAN-19140225
Paul Henry,Belgium,1912-09-06,BEL-HENRPAUL-19120906
Joseph Mermans,Belgium,1922-02-16,BEL-MERMJOSE-19220216
Joseph Nelis,Belgium,1917-04-01,BEL-NELIJOSE-19170401
Jean Fievez,Belgium,1910-11-30,BEL-FIEVJEAN-19101130
Alfons de Winter,Belgium,1908-09-12,BEL-WINTALFO-19080912
Arthur Ceuleers,Belgium,1916-02-28,BEL-CEULARTH-19160228
Philibert Smellinckx,Belgium,1911-01-17,BEL-SMELPHIL-19110117
Jean Capelle,Belgium,1913-10-26,BEL-CAPEJEAN-19131026
Simon Mignolet,Belgium,1988-08-06,BEL-MIGNSIMO-19880806
Sammy Bossut,Belgium,1985-08-11,BEL-BOSSSAMM-19850811
Kevin Mirallas,Belgium,1987-10-05,BEL-MIRAKEVI-19871005
Hippolyte Van Den Bosch,Belgium,1926-04-30,BEL-BOSCHIPP-19260430
Pieter Van Den Bosch,Belgium,1927-10-31,BEL-BOSCPIET-19271031
Raymond Ausloos,Belgium,1928-05-15,BEL-AUSLRAYM-19280515
Jef Van der Linden,Belgium,1927-11-02,BEL-LINDJEF-19271102
Jo Backaert,Belgium,1921-08-05,BEL-BACKJO-19210805
Robert Maertens,Belgium,1930-01-24,BEL-MAERROBE-19300124
Jean Van Steen,Belgium,1929-06-02,BEL-STEEJEAN-19290602
Luc Van Hoyweghen,Belgium,1929-01-07,BEL-HOYWLUC-19290107
Emile Stijnen,Belgium,1907-11-02,BEL-STIJEMIL-19071102
Leander Dendoncker,Belgium,1995-04-15,BEL-DENDLEAN-19950415
Nacer Chadli,Belgium,1989-08-02,BEL-CHADNACE-19890802
Thibaut Courtois,Belgium,1992-05-11,BEL-COURTHIB-19920511
Robert Van Kerkhoven,Belgium,1924-10-01,BEL-KERKROBE-19241001
Toby Alderweireld,Belgium,1989-03-02,BEL-ALDETOBY-19890302
Thomas Vermaelen,Belgium,1985-11-14,BEL-VERMTHOM-19851114
Vincent Kompany,Belgium,1986-04-10,BEL-KOMPVINC-19860410
Jan Vertonghen,Belgium,1987-04-24,BEL-VERTJAN-19870424
Axel Witsel,Belgium,1989-01-12,BEL-WITSAXEL-19890112
Michy Batshuayi,Belgium,1993-10-02,BEL-BATSMICH-19931002
Kevin de Bruyne,Belgium,1991-06-28,BEL-BRUYKEVI-19910628
Marouane Fellaini,Belgium,1987-11-22,BEL-FELLMARO-19871122
Romelu Lukaku,Belgium,1993-05-13,BEL-LUKAROME-19930513
Eden Hazard,Belgium,1991-01-07,BEL-HAZAEDEN-19910107
Dries Mertens,Belgium,1987-05-06,BEL-MERTDRIE-19870506
Michel Renquin,Belgium,1955-11-03,BEL-RENQMICH-19551103
Laurent Ciman,Belgium,1985-08-05,BEL-CIMALAUR-19850805
Luc Millecamps,Belgium,1951-09-10,BEL-MILLLUC-19510910
Jacques Beurlet,Belgium,1944-12-21,BEL-BEURJACQ-19441221
Maurice Martens,Belgium,1947-06-05,BEL-MARTMAUR-19470605
Wilfried Van Moer,Belgium,1945-03-01,BEL-MOERWILF-19450301
Erwin Vandendaele,Belgium,1945-03-05,BEL-VANDERWI-19450305
Jan Verheyen,Belgium,1944-07-09,BEL-VERHJAN-19440709
Raoul Lambert,Belgium,1944-10-20,BEL-LAMBRAOU-19441020
Pierre Carteus,Belgium,1943-09-24,BEL-CARTPIER-19430924
Alfons Peeters,Belgium,1943-01-21,BEL-PEETALFO-19430121
Frans Janssens,Belgium,1945-09-25,BEL-JANSFRAN-19450925
Jacques Duquesne,Belgium,1940-04-22,BEL-DUQUJACQ-19400422
Odilon Polleunis,Belgium,1943-05-01,BEL-POLLODIL-19430501
Jean-Marie Trappeniers,Belgium,1942-01-13,BEL-TRAPJEAN-19420113
Leon Semmeling,Belgium,1940-01-04,BEL-SEMMLEON-19400104
Leon Jeck,Belgium,1947-02-09,BEL-JECKLEON-19470209
Sven Vermant,Belgium,1973-04-04,BEL-VERMSVEN-19730404
Rene Verheyen,Belgium,1952-03-20,BEL-VERHRENE-19520320
